0	0
23	0.735023333
72	1.147396667
167	1.89194
191	2.185196667
240	2.6779
336	2.993946667
363	3.367423333
410	3.806683333
541	7.695256667
578	8.349223333
599	9.352093333
673	10.41906667
697	10.77926
722	10.95192667
744	11.09803333
767	11.33774667
841	11.51271667
863	11.55287667
890	11.59303667
